,CollegeName,TotalRegistrations,State
1075,KIEW- KAKINADA INSTITUTE OF ENGINEERING AND TECHNOLOGY FOR WOMENS,1,Andhra Pradesh
1076,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY PUNE,1,Not Found
1077,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY SRICITY CHITTOOR,1,Andhra Pradesh
1078,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, BHOPAL",1,Madhya Pradesh
1079,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, DESIGN AND MANUFACTURING, KANCHEEPURAM",1,Not Found
1080,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY, KOTA",1,Rajasthan
1081,KK COLLEGE OF ENGINEERING AND MANAGEMENT,1,Bihar
1082,KK COLLEGE OF ENGINEERING AND MANAGEMENT DHANBAD,1,Jharkhand
1083,KKR & KSR INSTITUTE OF TECHNOLOGIES AND SCIENCES,1,Andhra Pradesh
1084,KKR & KSR INSTITUTE OF TECHNOLOGY & SCIENCES,1,Andhra Pradesh
1085,KKR & KSR INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1086,KKR & KSR Institute of Technology and Sciences,1,Andhra Pradesh
1087,KKR &KSR INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
1088,KL DEEMED TO BE UNIVERSITY,1,Andhra Pradesh
1089,KL UNIVERSITY AZIZNAGAR HYDERABAD,1,Telangana
1090,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY,SENAPATI-MANIPUR",1,Not Found
1091,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY- DHARWAD,1,Karnataka
1092,INDIAN INSTITUE OF TECHNOLOGY KHARAGPUR,1,West Bengal
1093,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY, SHIBPUR",1,West Bengal
1094,"INDIAN INSTITUTE OF ENGINEERING SCIENCE AND TECHNOLOGY,SHIBPUR",1,Not Found
1095,"INDIAN INSTITUTE OF INFORMATION TECHNOLOGY (IIIT), DHARWAD",1,Karnataka
1096,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY BHAGALPUR,1,Bihar
1097,INDIAN INSTITUTE OF INFORMATION TECHNOLOGY DESIGN AND MANUFACTURING KURNOOL,1,Andhra Pradesh
1098,IIT BHU VARANASI,1,Uttar Pradesh
1099,KL UNIVERSITY HYDERABAD,1,Telangana
1100,"KL UNIVERSITY,VIJAYAWADA",1,Andhra Pradesh
1101,KL University Hyderabad,1,Telangana
1102,KLE TECHNOLOGICAL UNIVERSITY,1,Not Found
1103,KLEF,1,Andhra Pradesh
1104,KLH,1,Maharashtra
1105,KLH UNIVERSITY,1,Andhra Pradesh
1106,KLU - K L University,1,Andhra Pradesh
1107,KITSW- KAKATIYA INSTITUTE OF TECHNOLOGY AND SCIENCE WARANGAL,1,Telangana
1108,KU - KAVERI UNIVERSITY,1,Not Found
1109,KU COLLGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1110,KMM INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1111,KODNEST,1,Kerala
1112,KOMMURI PRATAP REDDY INSTITUTE,1,Telangana
1113,KONERU LAKSHMAIAH DEEMED TO BE UNIVERSITY,1,Andhra Pradesh
1114,KONERU LAKSHMAIAH EDUCATION FOUNDATION BACHUPALLY,1,Telangana
1115,KONERU LAKSHMAIAH UNIVERSITY HYDERABAD,1,Telangana
1116,KONERU LAKSHMAIAH UNIVERSITY(KLU),1,Andhra Pradesh
1117,KONGUNADU COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1118,KONNER LAKSHMAIAH UNIVERSITY,1,Telangana
1119,KORMCE,1,Odisha
1120,KORRA RAHUL,1,-
1121,KL UNIVERSITY BOWRAMPET,1,Telangana
1122,IMS ENGINEERING COLLEGE,1,Not Found
1123,INDEPENDENT RESEARCHER,1,Tamil Nadu
1124,IIT GANDHINAGAR,1,Gujarat
1125,IIT INDORE,1,Madhya Pradesh
1126,IIT JAMMU,1,Jammu and Kashmir
1127,IIT KANPUR,1,Uttar Pradesh
1128,IIT TIRUPATI,1,Andhra Pradesh
1129,IIT- BHUBANEWSAR(IIT-BBSR),1,Odisha
1130,"IIT- INDIAN INSTITUTE OF TECHNOLOGY,DELHI",1,Delhi
1131,IIT-INDIAN INSTITUTE OF TECHOLOGY,1,-
1132,"IIIT N, RAJIV GANDHI UNIVERSITY OF KNOWLEDGE AND TECHNOLOGY, NUZVID",1,Not Found
1133,KPRT - KOMMURI PRATAP REDDY INSTITUTE OF TECHNOLOGY,1,Telangana
1134,KRISHANAVENI ENGINEERING COLLEGE FOR WOMEN NARASARAOPET,1,Andhra Pradesh
1135,KRISHNA CHAITANYA INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1136,KRISHNA UNIVERSITY MACHILIPATNAM,1,Andhra Pradesh
1137,KRISTU JAYANTI COLLEGE,1,Karnataka
1138,KRUSHNA UNIVERSITY,1,Andhra Pradesh
1139,"KSSEM,VTU",1,Karnataka
1140,LFJC,1,Kerala
1141,LIFE ENTERPRISES,1,Kerala
1142,LIKHITHA JUJJUWARAPU,1,Telangana
1143,LINDSEY WILSON COLLEGE,1,Not Found
1144,LIONORBIT.COM,1,Gujarat
1145,LITTLE FLOWERS DEGREE COLLEGE,1,Telangana
1146,KUPPAM ENGINEERING COLLEGE,1,Not Found
1147,Kaktiya Institute of science and technology for women,1,Telangana
1148,Kamal Pratap Reddy institution of technology,1,Telangana
1149,Kprit,1,Telangana
1150,Kprit coe,1,Meghalaya
1151,LAKI REDDY BALIREDDY COLLEGE OF ENGINEERING,1,Not Found
1152,"LAKIREDDY BALI REDDY COLLEGE OF ENGINEERING,MYLAVARAM",1,Andhra Pradesh
1153,LAKIREDDY BALI REDDY COLLEGE OF ENGINNERING,1,Andhra Pradesh
1154,LAKIREDDY BALIREDDY COLLEGE OF OF ENGINEERING,1,Andhra Pradesh
1155,LAKIREDDYBALIREDDY COLLEGE OF ENGINEERING,1,Andhra Pradesh
1156,IIIT RGUKT NUZVID,1,Andhra Pradesh
1157,IIIT RGUKT RKV,1,Andhra Pradesh
1158,IIIT SONEPAT HARYANA,1,Haryana
1159,IIIT SRI SITY,1,Not Found
1160,IIIT SRIKAKULAM,1,Andhra Pradesh
1161,IIIT VADODARA,1,Gujarat
1162,IIIT VADODARA INTERNATIONAL CAMPUS DIU,1,"Daman and Diu is a Union Territory, not a state."
1163,IIT (ISM) DHANBAD,1,Not Found
1164,IES - IPS ACADEMY INDORE M.P.,1,Not Found
1165,LAKKIREDDY BALIREDDY COLLEGE OF ENGINEERING,1,Andhra Pradesh
1166,LAKKIREDDY BALIREDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1167,"LAKSHMI NARAIN COLLEGE OF TECHNOLOGY ,BHOPAL",1,Madhya Pradesh
1168,LEARNING DESTINY,1,West Bengal
1169,LENDI INSTITUE OF ENGINEERING AND TECHNOLOGY,1,Andhra Pradesh
1170,LENDI INSTITUTE OF ENGINEERING,1,Andhra Pradesh
1171,LEWIS UNIVERSITY,1,Not Found
1172,LKDFJAKLD,1,-
1173,"LNMIIT, JAIPUR",1,Rajasthan
1174,LORDS INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1175,LOVELY PROFESSIONAL,1,Punjab
1176,"LOVELY PROFESSIONAL UNIVERSITY ,PUNJAB",1,Punjab
1177,LOVELY PROFESSSIONAL UNIVERSITY,1,Punjab
1178,LOVELY PROFFESSIONAL UNIVERSITY,1,Punjab
1179,LOYOLA ACADEMY HYDERABAD,1,Telangana
1180,LOYOLA COLLEGE,1,Not Found
1181,LOYOLA INSTITUTE OF TECHNOLOGY AND MANAGEMENT,1,Tamil Nadu
1182,M S RAMAIAH UNIVERSITY OF APPLIED SCIENCE,1,Karnataka
1183,M S RAMAIAH UNIVERSITY OF APPLIED SCIENCE BANGALORE,1,Not Found
1184,LAKKIREDDY BALI REDDY COLLEGE OF ENGINEERING,1,Andhra Pradesh
1185,IIIT NAGPUR,1,Maharashtra
1186,"IIIT NUZVID,RGUKT",1,Andhra Pradesh
1187,IIIT RAICHUR,1,Not Found
1188,MAHARAJ VIJAYRAM GAJAPATHI RAJ COLLEGE OF ENGINEERING,1,Not Found
1189,MAHARAJ VIJAYRAM GAJAPATHI RAJ COLLEGE OF ENGINEERING (A),1,Andhra Pradesh
1190,MAHARAJ VIJAYRAM GAJAPATHIRAJ COLLEGE OF ENGINEERING,1,Not Found
1191,MAHARAJA AUTONOMOUS,1,Not Found
1192,M V G R COLLEGE OF ENGINEERING,1,Andhra Pradesh
1193,M.J.R COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Not Found
1194,M.V.G.R COLLEGE OF ENGINEERING,1,Andhra Pradesh
1195,M.V.G.R. COLLEGE OF ENGINEERING,1,Andhra Pradesh
1196,M.V.S.R,1,Telangana
1197,MAA SHAKUMBHARI UNIVERSITY SAHARANPUR,1,Uttar Pradesh
1198,MADANAPALL INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1199,MADANAPALLE,1,Andhra Pradesh
1200,MADANAPALLE INSTITUTE OF TECHNOLOGY & SCIENCE-MITS,1,Andhra Pradesh
1201,MADANAPALLE INSTITUTE OF TECHNOLOGY & SCIENCED,1,Andhra Pradesh
1202,MADANAPALLE INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Andhra Pradesh
1203,MADANAPALLE INSTITUTION OF TECHNOLOGY AND SCIENCE,1,Not Found
1204,IFHE HYDARABAAD,1,Not Found
1205,IFHE ICFAI FOUNDATION FOR HIGHER EDUCATION,1,Telangana
1206,IFHE UNIVERSITY,1,Telangana
1207,IGNOU,1,Delhi
1208,"IGNTU, AMARKANTAK",1,Madhya Pradesh
1209,IIIT BANGALORE,1,Karnataka
1210,IIIT BHUBANESHWAR,1,Odisha
1211,IIIT MANIPUR,1,Not Found
1212,ICFAI TECH SCHOOL,1,Not Found
1213,MADANPALLE INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Andhra Pradesh
1214,MAHARAJ GANAPATHI RAJ COLLEGE OF ENGINEERING,1,Telangana
1215,MAHARAJ VIJAY RAM GANAPATHI RAJ COLLEGE OF ENGINEERING,1,Andhra Pradesh
1216,"MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE OF ENGINEERING , VIZIANAGARAM",1,Andhra Pradesh
1217,"MAHARAJ VIJAYARAM GAJAPATHI RAJ COLLEGE OF ENGINEERING, VIZIANAGARAM",1,Andhra Pradesh
1218,"MAHARAJ VIJAYARAM GAJAPATI RAJ COLLEGE OF ENGINEERING,VIZIANAGARAM",1,Andhra Pradesh
1219,MAHARAJ VIJAYRAM GAJAPATHI RAJ COLLEGE,1,Andhra Pradesh
1220,MALINENI SUSEELAMMA WOMEN'S ENGINEERING,1,Andhra Pradesh
1221,MALLA REDDY INSTITUTE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1222,MALLA REDDY UNIVERSITY HYDERABAD,1,Telangana
1223,MAHARAJA SURAJMAL INSTITUTE (GGSIPU),1,Delhi
1224,MAHARAJA SURAJMAL INSTITUTE OF TECHNOLOGY,1,Delhi
1225,MAHARAJA VIJAYARAM GAJAPATHIRAJ COLLEGE OF ENGGINEERING,1,Andhra Pradesh
1226,MAHARAJA VIJAYARAM GAJAPATHIRAJ COLLEGE OF ENGINEERING,1,Andhra Pradesh
1227,MAHARANA INSTITUTE OF PROFESSIONAL,1,Uttar Pradesh
1228,MAHARANA PRATAP ENGINEERING COLLEGE,1,Uttar Pradesh
1229,MAHARISHI ARVIND INSTITUTE OF SCIENCE AND MANAGEMENT,1,Rajasthan
1230,MAHARISHI MARKANDESHWAR DEEMED TO BE UNIVERSITY,1,Haryana
1231,MAHARISHI MARKANDESHWAR(DEEMED TO BE UNIVERSITY),1,Haryana
1232,"MAHATMA BASAVESHWAR EDUCATION SOCIETY'S COLLEGE OF ENGINEERING, AMBAJOGAI",1,Maharashtra
1233,MAHATMA GANDHI UIVERSITY-NALGONDA,1,Telangana
1234,IES IPS ACADEMY INDORE(M.P),1,Madhya Pradesh
1235,IFHE - ICFAI UNIVERSITY,1,Not Found
1236,ICFAI TECH UNIVERSITY HYDERABAD,1,Telangana
1237,ICFAI UNIVERSITY OF HYDERABAD,1,Telangana
1238,"ICFAI UNIVERSITY, DONTHANPALLY, HYDERABAD",1,Telangana
1239,"ICFAI UNIVERSITY,HYDERABAD",1,Telangana
1240,"ICFAI, HYDERABAD",1,Telangana
1241,ICFAI-HYDERABAD,1,Telangana
1242,ICFAI-HYDERBABAD,1,Telangana
1243,ICFAIUNIVERSITY,1,Tripura
1244,ICREATE DEGREE COLLEGE KUKATPALLY,1,Telangana
1245,IDEAL INSTITUTE OF TECHNOLOGY,1,Telangana
1246,ICAI,1,Not Found
1247,MAHENDRA ENGINEERING COLLEGE,1,Tamil Nadu
1248,"MAIT,DELHI",1,Not Found
1249,MALAVIYA NATIONAL INSTITUTE OF TECHNOLOGY JAIPUR,1,Rajasthan
1250,MALILENI LAKSHMAIAH WOMEN'S ENGINEERING COLLEGE,1,Telangana
1251,MALINENI LAKSHMAIAH WOMEN'S ENGINEERING COLLGE,1,Andhra Pradesh
1252,ICFAI BUSINESS SCHOOL HYDERABAD,1,Not Found
1253,ICFAI FOUNDATION FOR HIGHER EDUCATION (IFHE) HYDERABAD,1,Telangana
1254,ICFAI FOUNDATION FOR HIGHER EDUCATION(IFHE),1,Telangana
1255,ICFAI FOUNDATIONAL OF HIGHER EDUCATIONAL,1,Telangana
1256,ICFAI HYDERABAD,1,Not Found
1257,ICFAI TECH FOR HIGHER EDUCATION,1,Telangana
1258,HINDUSTAN UNIVERSITY,1,Tamil Nadu
1259,MALLAREDDY COLLEGE OF ENGINEERING FOR WOMEN,1,Telangana
1260,MALLAREDY COLLEGE,1,Telangana
1261,MALLINENI LAKSHMAIAH WOMEN'S ENGINEERING COLLEGE,1,Andhra Pradesh
1262,MALLINENI SUSELAMMA WOMEN'S ENGINEERING COLLEGE,1,Andhra Pradesh
1263,MANAV RACHNA INTERNATIONAL INSTITUTE OF RESEARCH AND STUDIES,1,Haryana
1264,MANIPAL ACADEMY OF HIGHER EDUCATION,1,Karnataka
1265,"MANIPAL ACADEMY OF HIGHER EDUCATION, BENGALURU",1,Not Found
1266,MANIPAL UNIVERSITY DUBAI,1,DUBAI
1267,MAHATMA GANDHI UNIVERSITY NALGONDA TELANGANA,1,Telangana
1268,MANIT BHOPAL,1,Madhya Pradesh
1269,MARIS STELLA COLLEGE,1,Tamil Nadu
1270,MARRI LAXMAN REDDY INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
1271,MARYVILLE UNIVERSITY,1,US
1272,MASTERJI DEGREE AND P. G COLLEGE,1,Uttar Pradesh
1273,MASTERJI DEGREE AND PG COLLEGE,1,Telangana
1274,MASTERJI DEGREE COLLEGE,1,Telangana
1275,MASTERS GRADUATE,1,Telangana
1276,MATURE VENKATA SUBBA RAO ENGINEERING COLLEGE,1,Andhra Pradesh
1277,MATURI VENKATA SUBBA RAO,1,Andhra Pradesh
1278,MATURI VENKATA SUBBARAO ENGINEERING COLLEGE,1,Telangana
1279,MAULANA AZAD NATIONAL INSTITUTE OF TECHNOLOGY,1,Not Found
1280,"MAYNOOTH UNIVERSITY, IRELAND",1,EUROPE
1281,MDRK - MADHIRA INSTITUTE OF TECHNOLOGY AND SCI,1,Telangana
1282,MALLAREDDY COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1283,ICFAI (INSTITUTE OF CHARTERED FINANCIAL ANALYSTS OF INDIA),1,Not Found
1284,HOLY MARRY INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1285,HOLYMARY DEGREE COLLEGE,1,Telangana
1286,HOUSEWIFE,1,Manipur
1287,HUMANA,1,Karnataka
1288,HYDERABAD SCHOOL OF BUSINESS [OSMANIA UNIVERSITY],1,Telangana
1289,HYNDHAVI,1,Andhra Pradesh
1290,"I.K GUJRAL PUNJAB TECHNICAL UNIVERSITY, KAPURTHALA",1,Punjab
1291,IBM,1,Karnataka
1292,GVIC- GOLDEN VALLEY INTEGRATED CAMPUS,1,Karnataka
1293,ME,1,Meghalaya
1294,MEERUT INSTITUTE OF TECHNOLOGY,1,Uttar Pradesh
1295,MERCEDES BENZ,1,Maharashtra
1296,MESCO INSTITUTE OF MANAGEMENT AND COMPUTER SCIENCE,1,Maharashtra
1297,MGM UNIVERSITY AURANGABAD MAHARASHTRA,1,Maharashtra
1298,MGU,1,Kerala
1299,MICROSOFT,1,-
1300,MOTILAL NEHRU NATIONAL INSTITUTE OF INDIA ALLAHABAD,1,Not Found
1301,MINDLER,1,Telangana
1302,MIRACLE SOCIETY OF INSTITUTE TECHNOLOGY,1,Not Found
1303,MIRACLE SOFTWARE SYSTEMS,1,Andhra Pradesh
1304,MISSOURI UNIVERSITY OF SCIENCE AND TECHNOLOGY,1,US
1305,MIT ADT UNIVERSITY,1,Maharashtra
1306,MIT MANIPAL,1,Karnataka
1307,MIT Manipal,1,Karnataka
1308,MITS,1,Not Found
1309,MLID- MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),1,Telangana
1310,MLR INSTITUTE OF TECHNOLOGY,1,Telangana
1311,MLR- MARRI LAXMAN REDDY INST OF TECHNOLOGY AND MANAGEMENT (AUTONOMOUS),1,Telangana
1312,MDRK - MADHIRA INSTITUTE OF TECHNOLOGY AND SCIENCES,1,Telangana
1313,HINDUSTHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Tamil Nadu
1314,HITAM,1,Telangana
1315,HKBK COLLEGE OF ENGINEERING,1,Karnataka
1316,HERITAGE INSTITUTE OF TECHNOLOGY,1,West Bengal
1317,HEXAWARE TECHNOLOGIES,1,Maharashtra
1318,HIMACHAL PRADESH TECHNICAL UNIVERSITY,1,Himachal Pradesh
1319,HINDUSTAN INSTITUTE OF TECHNOLOGY AND SCIENCE,1,Not Found
1320,HINDUSTAN INSTITUTE OF TECHNOLOGY OF SCIENCE,1,Not Found
1321,GPREC - G PULLA REDDY ENGINEERING COLLEGE,1,Andhra Pradesh
1322,MLTM - MALLA REDDY NSTITUTE OF TECHNOLOGY AND SCIENCE,1,Telangana
1323,MMR INSTITUTE OF TECHNOLOGY,1,Karnataka
1324,MNNIT-MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY ALLAHABAD,1,Uttar Pradesh
1325,MOHAN BABU UNIVERESITY,1,Andhra Pradesh
1326,"MOHAN BABU UNIVERSITY,TIRUPATI",1,Not Found
1327,MOHAN BABU UNVERSITY,1,Andhra Pradesh
1328,MOODLAKATTE INSTITUTE OF TECHNOLOGY KUNDAPURA,1,Karnataka
1329,MOTHER THERESA DEGREE COLLEGE,1,Karnataka
1330,MOTHER THERESA ENGINEERING COLLEGE,1,Telangana
1331,MOTHER THERESSA COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1332,MOTILAL NEHRU NATIONAL INSTITUTE OF TECHNOLOGY ALLAHABAD,1,Uttar Pradesh
1333,MOTIONCUT,1,Telangana
1334,MPHASIS,1,Karnataka
1335,MRCW,1,Maharashtra
1336,MRECW-MALLA REDDY ENGINEERING COLLEGE FOR WOMEN (AUTONOMOUS),1,Telangana
1337,MRIET(MALLLAREDDY INSTITUTE OF ENGINEERING AND TECHNOLOGY),1,Telangana
1338,MRITS - MALLAREDDY INST OF TECHNOLOGY AND SCIENCE,1,Telangana
1339,MLRITM,1,Telangana
1340,GVP COLLEGE OF ENGINEERING (A),1,Not Found
1341,GVP-GAYATRI VIDYA PARISHAD COLLEGE FOR DEGREE AND PG COURSES,1,Andhra Pradesh
1342,GVR & S COLLEGE OF ENGINEERING AND TECHNOLOGY (AFF. JNTUK),1,Andhra Pradesh
1343,GYAN GANGA COLLAGE COLLAGE OF TECHNOLOGY,1,Madhya Pradesh
1344,H MEDIA NETWORKS INDIA PVT LTD,1,Kerala
1345,HARIDWAR UNIVERSITY,1,Uttarakhand
1346,HARRISBURG UNIVERSITY,1,US
1347,HCL IT,1,Uttar Pradesh
1348,MVGR College of Engineering,1,Andhra Pradesh
1349,"MVGR College of Engineering, JNTUK Affiliated",1,Andhra Pradesh
1350,MVGR ENGINEERING COLLEGE,1,Andhra Pradesh
1351,MVGR college of engineering,1,Andhra Pradesh
1352,MVGR-MAHARAJ VIJAYARAM GAJAPATHIRAJ ENGINEERING COLLEGE (AUTONOMOUS ),1,Andhra Pradesh
1353,MVGRCE- Maharaj Vijayaram Gajapathi Raj College of engineering,1,Andhra Pradesh
1354,MVRG-MVGR COLLEGE OF ENGINEERING(AUTONOMOUS),1,Andhra Pradesh
1355,MVRS ENGINEERING COLLEGE OF SCIENCE AND TECHNOLOGY,1,Telangana
1356,MRU-MALLA REDDY UNIVERSITY,1,Telangana
1357,MS RAMAIAH INSTITUTE OF TECHNOLOGY,1,Karnataka
1358,MS RAMAIAH UNIVERSITY OF APPLIED SCIENCES,1,Not Found
1359,MUFFAKHAM JAH COLLEGE OF ENGINEERING,1,Telangana
1360,MUMBAI UNIVERSITY,1,Maharashtra
1361,MURRAY STATE UNIVERSITY,1,US
1362,MUTHYAMMAL ENGINEERING COLLEGE,1,Tamil Nadu
1363,MVGR COLLEGE OF ENGINEERING (A),1,Andhra Pradesh
1364,GPT WARANGAL,1,Telangana
1365,GRAPHIC ERA DEEMED TO BE UNIVERSITY,1,Uttarakhand
1366,GRAPHIC ERA HILL UNIVERSITY,1,Uttarakhand
1367,GTBIT GGSIPU,1,Delhi
1368,GUARDIAN INDIA,1,Tamil Nadu
1369,GULZAR GROUP OF INSTITUTES,1,Punjab
1370,GURU GHASIDAS CENTRAL UNIVERSITY,1,Chhattisgarh
1371,GURU NANAK INSTITUTIONS TECHNICAL CAMPUS,1,Telangana
1372,GURU TEGH BAHADUR 4TH CENTENARY ENGINEERING COLLEGE,1,Punjab
1373,GURUKUL DEGREES COLLEGE KALABURAGI,1,Karnataka
1374,GURUKUL KANGRI UNIVERSITY,1,Uttarakhand
1375,GOVERNMENT DEGREE COLLEGE FOR WOMEN BEGUMPET,1,Telangana
1376,"MVGR COLLEGE OF ENGINEERING CHINTALAVALASA, VIZIANAGARAM",1,Andhra Pradesh
1377,MVGR COLLEGE OF ENGINEERING VIZIANAGARAM,1,Andhra Pradesh
1378,MVGR COLLEGE OF ENGINEERING(A),1,Andhra Pradesh
1379,MVGR COLLEGE OG ENGINEERING (MVGRCE),1,Andhra Pradesh
1380,NAPIER HEALTH CARE,1,Tamil Nadu
1381,NARASARAOPET ENGINEERING COLLEGA,1,Andhra Pradesh
1382,MVSR ENGINEERING COLLEGE,1,Telangana
1383,MYBIZZERP,1,Tamil Nadu
1384,Maharaj Vijayaram Gajapathi Raj College Of Engineering (Autonomous),1,Andhra Pradesh
1385,Maharaj Vijayaram Gajapathi Raj College of Engineering,1,Andhra Pradesh
1386,Maharaj Vijayaram Gajapathi Raj College of Engineering (Autonomous),1,Andhra Pradesh
1387,Maharaj Vijayaram Gajapathi Raj college of Engineering,1,Andhra Pradesh
1388,Maharaj vijayaram gajapathi raj College of engineering,1,Andhra Pradesh
1389,Maharaj vijayaram gajapathi raj college of engineering,1,Andhra Pradesh
1390,Maharishi University of information technology,1,Uttar Pradesh
1391,Manipal Institute of Technology Bangalore,1,Karnataka
1392,N.K ORCHID COLLEGE OF ENGINEERING AND TECHNOLOGY SOLAPUR,1,Maharashtra
1393,NAAC,1,Karnataka
1394,NACC,1,Karnataka
1395,MVGR COLLEGE OF ENGINEERING -VZM,1,Andhra Pradesh
1396,NARAYANA ENGENEERING COLLEGE,1,Andhra Pradesh
1397,NARAYANA ENGINEERING COLLEGE NELLORE,1,Andhra Pradesh
1398,"NARAYANA ENGINEERING COLLEGE, GUDUR",1,Andhra Pradesh
1399,NARSEE MONJEE INSTITUTE OF MANAGEMENT STUDIES (NMIMS),1,Not Found
1400,NADIMPALLY SATYANARAYANA RAJU INSTITUTE OF TECHNOLOGY,1,Telangana
1401,NAGA IT SOLUTIONS LTD,1,Telangana
1402,NAGARJUNA COLLEGE OF ENGEERING AND TECHNOLOGY,1,Karnataka
1403,NAGARJUNA UNIVERSITY,1,Andhra Pradesh
1404,NAGARJUNA UNIVERSITY UNIVERSITY CAMPUS GUNTUR,1,Andhra Pradesh
1405,NAGPUR UNIVERSITY,1,Maharashtra
1406,NAI VAIBHAV DINESHBHAI,1,Gujarat
1407,NAIMISA PHYSIOTHERAPY,1,Uttar Pradesh
1408,NALLA MALLA REDDY ENGINEERING COLLEGE,1,Telangana
1409,NALLA NARSHIMHA REDDY GROUP OF INSTITUTIONS,1,Telangana
1410,NALLA REDDY ENGINEERING COLLEGE,1,Telangana
1411,NANAKRAM BHAGWANDAS SCIENCE AND PG COLLEGE,1,Not Found
1412,GOVERNMENT POLYTECHNIC BUXAR,1,Bihar
1413,"GOVERNMENT POLYTECHNIC COLLEGE,PILLARIPATTU",1,Tamil Nadu
1414,GOVERNMENT POLYTECHNIC FOR WOMENS,1,Bihar
1415,GOVERNMENT POLYTECHNIC PANJIM,1,Goa
1416,GOVERNMENT WOMEN'S DEGREE COLLEGE BEGUMPET,1,Telangana
1417,GOVT MAHILA ENGINEERING COLLEGE AJMER,1,Rajasthan
1418,"GOVT POLYTECHNIC COLLEGE, MASAB TANK",1,Telangana
1419,"GOVT. CITY COLLEGE (A), HYDERABAD",1,Telangana
1420,GOWRA AEROSPACE TECHNOLOGIES PRIVATE LIMITED,1,Telangana
1421,GPREC,1,Andhra Pradesh
1422,NARASHIMA REDDY ENGINEERING COLLEGE,1,Telangana
1423,NARASIMHA REDDY ENGENEERING COLLEGE,1,Telangana
1424,NARASIMHA REDDY ENGINEERING COLLEGE - A C E ENGINEERING COLLEGE (AUTONOMOUS),1,Telangana
1425,NARASIMHA REDDY ENGINEERING COLLEGES,1,Telangana
1426,NARASIMHA REDDY ENGINERING COLLEGE,1,Telangana
1427,NARASIMHAREDDY ENGENEERING COLLEGE,1,Telangana
1428,NAZAR SHAH ALAM KHAN COLLEGE OF ENGINEERING AND TECHNOLOGY,1,Telangana
1429,NB SCIENCE &PG COLLEGE,1,Andhra Pradesh
1430,NBKR INSTITUTE OF SCIENCE AND TECHNOLOY,1,Andhra Pradesh
1431,NBKRIST,1,Andhra Pradesh
1432,NBM LAW COLLEGE,1,Maharashtra
1433,NCI,1,Haryana
1434,"NATIONAL FORENSIC SCIENCES UNIVERSITY, GANDHINAGAR",1,Gujarat
1435,NATIONAL INSTITUTE OF TECHNOLOGY,1,Not Found
1436,NATIONAL INSTITUTE OF TECHNOLOGY ANDHRAPRADESH,1,Andhra Pradesh
1437,NATIONAL INSTITUTE OF TECHNOLOGY MEGHALAYA,1,Meghalaya
1438,NATIONAL INSTITUTE OF TECHNOLOGY PATNA,1,Bihar
1439,NATIONAL INSTITUTE OF TECHNOLOGY SURATHKAL,1,Karnataka
1440,NARASARAOPETA INSTITUTE OF TECHNOLOGY,1,Andhra Pradesh
1441,"GOVERNMENT DEGREE COLLEGE OF WOMEN'S, BEGUMPET",1,Telangana
1442,GOVERNMENT ENGINEERING COLLEGE SAMASTIPUR,1,Bihar
1443,GOVERNMENT JUNIOR COLLEGE,1,Telangana
1444,GNITC- GURU NANAK TECHNICAL CAMPUS,1,Telangana
1445,GNPT - GANAPATHI ENGINEERING COLLGE,1,Andhra Pradesh
1446,GO IT BUILDERS,1,Tamil Nadu
1447,GODAVARI INSTITUTE OF ENGENEERING AND TECHNOLOGY,1,Andhra Pradesh
1448,GOKARAJU LAILAVATHI ENGINEERING COLLEGE,1,Not Found
